,vid_name,labeled_SVO_ts,labeled_train_SVO_ts
3489,s08e23_seg02_clip_05,[],[]
3490,s08e23_seg02_clip_06,"[('Bernadette', 'hold', 'bags')]","[(7, 41, 1)]"
3491,s08e23_seg02_clip_07,"[('Penny', 'give', 'mom'), ('Penny', 'sit', 'couch'), ('Penny', 'enter', 'door'), ('Leonard', 'follow', 'Sheldon'), ('Leonard', 'get', 'upset'), ('Penny', 'sit', 'couch')]","[(2, 31, 5), (2, 14, 0), (2, 17, 0), (0, 17, 21), (2, 14, 0), (2, 31, 5)]"
3492,s08e23_seg02_clip_08,"[('Leonard', 'follow', 'Sheldon'), ('Leonard', 'enter', 'room'), ('Penny', 'put', 'ring')]","[(0, 17, 0), (1, 6, 21), (0, 37, 0)]"
3493,s08e23_seg02_clip_09,[],[]
3494,s08e23_seg02_clip_10,"[('Leonard', 'open', 'door')]","[(0, 30, 0)]"
3495,s08e23_seg02_clip_11,[],[]
3496,s08e23_seg02_clip_12,"[('Sheldon', 'sit', 'cup'), ('Howard', 'hold', 'bag'), ('Sheldon', 'sit', 'chair'), ('Sheldon', 'bring', 'cup')]","[(1, 14, 12), (3, 41, 1), (1, 14, 0), (1, 6, 12)]"
3497,s08e23_seg02_clip_13,"[('Sheldon', 'hold', 'cup'), ('Sheldon', 'tell', 'woman')]","[(1, 41, 12), (1, 6, 12)]"
3498,s08e23_seg02_clip_14,[],[]
3499,s08e23_seg02_clip_15,"[('Leonard', 'at', 'apartment')]","[(2, 19, 5)]"
3500,s08e23_seg02_clip_16,"[('Bernadette', 'enter', 'kitchen'), ('Bernadette', 'leave', 'kitchen'), ('Bernadette', 'enter', 'kitchen'), ('Bernadette', 'leave', 'kitchen')]","[(7, 17, 0), (7, 21, 0), (7, 17, 0), (7, 21, 0)]"
3501,s08e24_seg01_clip_00,"[('Sheldon', 'get', 'up'), ('Sheldon', 'walk', 'towards'), ('Amy', 'push', 'Sheldon'), ('Amy', 'shake', 'hand'), ('Sheldon', 'sit', 'couch'), ('Amy', 'sit', 'on')]","[(6, 5, 5), (6, 38, 13), (1, 14, 0), (6, 26, 5), (1, 26, 5), (6, 41, 5)]"
3502,s08e24_seg02_clip_00,"[('Stuart', 'overhear', 'Bernadette'), ('Bernadette', 'tell', 'Howard')]","[(8, 3, 5), (0, 6, 1)]"
3503,s08e24_seg02_clip_01,[],[]
3504,s08e24_seg02_clip_02,"[('Howard', 'put', 'on'), ('Raj', 'ask', 'Bernadette'), ('Raj', 'ask', 'Howard')]","[(4, 28, 5), (4, 28, 5), (2, 2, 12)]"
3505,s08e24_seg02_clip_03,"[('Howard', 'hold', 'bowl'), ('Raj', 'pour', 'water'), ('Raj', 'open', 'refrigerator'), ('Howard', 'put', 'on'), ('Raj', 'open', 'door')]","[(3, 41, 12), (4, 35, 12), (4, 30, 8), (4, 30, 0), (4, 33, 0)]"
3506,s08e24_seg02_clip_04,"[('Raj', 'accuse', 'Howard'), ('Raj', 'accuse', 'Bernadette'), ('Sheldon', 'hold', 'phone'), ('Sheldon', 'eat', 'dinner'), ('Penny', 'eat', 'dinner'), ('Leonard', 'eat', 'dinner')]","[(4, 15, 5), (4, 15, 5), (1, 41, 8), (1, 24, 12), (2, 24, 12), (0, 24, 12)]"
3507,s08e24_seg02_clip_05,"[('Sheldon', 'hold', 'phone'), ('Penny', 'start', 'talking'), ('Leonard', 'walk', 'to'), ('Leonard', 'sit', 'chair')]","[(1, 41, 8), (0, 14, 0), (7, 28, 5), (7, 17, 0)]"
3508,s08e24_seg02_clip_06,[],[]
3509,s08e24_seg02_clip_07,"[('Sheldon', 'call', 'butterfly'), ('Leonard', 'question', 'Penny')]","[(1, 29, 15), (0, 41, 7)]"
3510,s08e24_seg02_clip_08,"[('Sheldon', 'suggest', 'Penny')]","[(9, 35, 12)]"
3511,s08e24_seg02_clip_09,"[('Penny', 'put', 'on'), ('Penny', 'talk', 'to'), ('Leonard', 'hold', 'A cup of tea'), ('Leonard', 'hold', 'mug'), ('Leonard', 'tell', 'Sheldon'), ('Sheldon', 'mention', 'Penny'), ('Sheldon', 'mention', 'Leonard'), ('Penny', 'put', 'plate of food')]","[(0, 41, 12), (0, 41, 12), (2, 2, 12), (2, 2, 12), (2, 19, 5), (1, 28, 5), (2, 14, 0), (0, 14, 0)]"
3512,s08e24_seg02_clip_10,"[('Bernadette', 'sit', 'couch'), ('Leonard', 'kiss', 'Penny'), ('Penny', 'kiss', 'Leonard'), ('Leonard', 'kiss', 'Penny'), ('Penny', 'kiss', 'Leonard'), ('Leonard', 'embrace', 'Penny'), ('Penny', 'embrace', 'Leonard')]","[(7, 14, 0), (0, 26, 5), (2, 26, 5), (0, 26, 5), (2, 26, 5), (2, 14, 0), (0, 14, 0)]"
3513,s08e24_seg02_clip_11,[],[]
3514,s08e24_seg02_clip_12,"[('Leonard', 'drive', 'car'), ('Stuart', 'call', 'dad'), ('Stuart', 'sit', 'there'), ('Stuart', 'talk', 'to')]","[(0, 27, 0), (8, 29, 5), (4, 26, 5), (8, 17, 8)]"
3515,s08e24_seg02_clip_13,[],[]
3516,s08e24_seg02_clip_14,"[('Leonard', 'drive', 'car'), ('Penny', 'sit', 'on'), ('Leonard', 'kiss', 'girl'), ('Leonard', 'kiss', 'girl')]","[(0, 27, 0), (0, 26, 5), (0, 26, 5), (0, 26, 5)]"
3517,s08e24_seg02_clip_15,[],[]
3518,s08e24_seg02_clip_16,"[('Sheldon', 'ask', 'Gollum'), ('Amy', 'hang', 'up'), ('Sheldon', 'close', 'laptop'), ('Sheldon', 'open', 'box')]","[(1, 33, 8), (1, 30, 2), (1, 6, 2), (1, 33, 8)]"
3519,s09e01_seg01_clip_00,"[('Leonard', 'kiss', 'girl'), ('Amy', 'breakup', 'with'), ('Amy', 'speak', 'to'), ('Sheldon', 'buy', 'gift'), ('Sheldon', 'at', 'home'), ('Sheldon', 'pull', 'out'), ('Sheldon', 'pull', 'box')]","[(0, 26, 5), (1, 16, 10), (1, 40, 2), (1, 30, 2), (1, 30, 0), (0, 27, 5), (6, 29, 5)]"
3520,s09e01_seg01_clip_01,"[('Sheldon', 'call', 'Leonard'), ('Leonard', 'on', 'phone')]","[(1, 29, 5), (0, 41, 2)]"
3521,s09e01_seg01_clip_02,"[('Penny', 'get', 'on'), ('Amy', 'get', 'on')]","[(1, 29, 5), (6, 17, 21)]"
3522,s09e01_seg02_clip_00,"[('Amy', 'ask', 'Sheldon'), ('Sheldon', 'ask', 'Amy'), ('Sheldon', 'ask', 'Amy'), ('Sheldon', 'start', 'walking'), ('Amy', 'see', 'Sheldon')]","[(6, 28, 5), (1, 28, 5), (1, 28, 5), (6, 19, 5), (6, 33, 0)]"
3523,s09e01_seg02_clip_01,[],[]
3524,s09e01_seg02_clip_02,"[('Howard', 'close', 'curtain'), ('Bernadette', 'call', 'Howard'), ('Bernadette', 'turn', 'head')]","[(3, 33, 0), (7, 29, 5), (1, 4, 0)]"
3525,s09e01_seg02_clip_03,"[('Raj', 'carry', 'roll'), ('Leonard', 'speak', 'to'), ('Penny', 'speak', 'to')]","[(4, 6, 10), (6, 30, 0), (4, 17, 0)]"
3526,s09e01_seg02_clip_04,"[('Leonard', 'hold', 'hand'), ('Penny', 'hold', 'hand'), ('Raj', 'sit', 'chair'), ('Sheldon', 'sit', 'chair')]","[(0, 41, 13), (2, 41, 13), (4, 14, 0), (1, 14, 0)]"
3527,s09e01_seg02_clip_05,[],[]
3528,s09e01_seg02_clip_06,"[('Leonard', 'marry', 'Penny'), ('Penny', 'marry', 'Leonard'), ('Leonard', 'marry', 'Penny'), ('Penny', 'marry', 'Leonard'), ('Bernadette', 'sit', 'couch'), ('Howard', 'sit', 'couch')]","[(0, 22, 5), (2, 22, 5), (0, 22, 5), (2, 22, 5), (7, 14, 0), (3, 14, 0)]"
3529,s09e01_seg02_clip_07,"[('Penny', 'hold', 'A bouquet of flowers'), ('Leonard', 'open', 'door'), ('Leonard', 'carry', 'Sheldon'), ('Leonard', 'kiss', 'Penny'), ('Penny', 'kiss', 'Leonard'), ('Leonard', 'carry', 'Penny'), ('Leonard', 'open', 'door'), ('Leonard', 'pick', 'Penny'), ('Leonard', 'carry', 'Penny'), ('Leonard', 'stop', 'Penny'), ('Penny', 'walk', 'towards'), ('Leonard', 'kiss', 'Penny'), ('Leonard', 'get', 'bed')]","[(2, 41, 11), (0, 30, 0), (0, 6, 5), (0, 26, 5), (2, 26, 5), (0, 6, 5), (0, 30, 0), (0, 11, 5), (0, 6, 5), (0, 26, 5), (0, 17, 0), (0, 26, 5), (2, 26, 5)]"
3530,s09e01_seg02_clip_08,"[('Penny', 'kiss', 'Leonard'), ('Leonard', 'ask', 'Penny'), ('Penny', 'question', 'Leonard'), ('Leonard', 'kiss', 'woman'), ('Leonard', 'gesture', 'hand'), ('Penny', 'rub', 'face'), ('Penny', 'question', 'Leonard'), ('Leonard', 'kiss', 'woman'), ('Penny', 'try', 'to'), ('Penny', 'wear', 'dress'), ('Leonard', 'kiss', 'Penny'), ('Penny', 'stop', 'kiss')]","[(2, 26, 5), (0, 28, 5), (0, 26, 5), (0, 26, 5), (2, 9, 1), (0, 26, 5), (2, 26, 5), (0, 26, 5), (2, 26, 5), (2, 2, 13), (2, 41, 5), (2, 26, 5)]"
3531,s09e01_seg02_clip_09,"[('Penny', 'wear', 'dress'), ('Leonard', 'sit', 'bed'), ('Penny', 'sit', 'bed')]","[(2, 9, 1), (0, 14, 0), (2, 14, 0)]"
3532,s09e01_seg02_clip_10,"[('Stuart', 'hold', 'mug'), ('Stuart', 'tell', 'Amy'), ('Stuart', 'hold', 'mug'), ('Stuart', 'walk', 'to')]","[(8, 41, 12), (8, 41, 12), (7, 23, 5), (7, 23, 5)]"
3533,s09e01_seg02_clip_11,"[('Stuart', 'put', 'hand'), ('Sheldon', 'carry', 'Tea'), ('Leonard', 'kiss', 'co worker'), ('Sheldon', 'carry', 'tray'), ('Penny', 'storm', 'stair')]","[(8, 2, 13), (1, 6, 12), (0, 26, 2), (1, 6, 12), (0, 17, 0)]"
3534,s09e01_seg02_clip_12,"[('Leonard', 'see', 'girl'), ('Penny', 'talk', 'to'), ('Sheldon', 'talk', 'to'), ('Penny', 'open', 'door'), ('Sheldon', 'give', 'Tea'), ('Sheldon', 'pour', 'a cup of tea'), ('Sheldon', 'prepare', 'a cup of tea'), ('Sheldon', 'speak', 'to'), ('Penny', 'speak', 'to')]","[(0, 19, 5), (2, 30, 0), (1, 31, 12), (1, 35, 12), (1, 12, 12), (1, 41, 12), (1, 29, 5), (2, 30, 0), (1, 41, 12)]"
3535,s09e01_seg02_clip_13,"[('Penny', 'hold', 'mug'), ('Penny', 'sit', 'couch'), ('Sheldon', 'sit', 'couch'), ('Penny', 'take', 'sip'), ('Penny', 'hold', 'mug'), ('Sheldon', 'sit', 'couch'), ('Sheldon', 'discuss', 'life')]","[(2, 41, 12), (2, 14, 0), (1, 14, 0), (2, 6, 12), (2, 41, 12), (1, 14, 0), (1, 0, 10)]"
3536,s09e01_seg02_clip_14,"[('Bernadette', 'sit', 'at'), ('Howard', 'on', 'phone'), ('Sheldon', 'pick', 'tray')]","[(1, 11, 12), (8, 3, 2), (1, 11, 12)]"
3537,s09e01_seg02_clip_15,"[('Leonard', 'have', 'mug'), ('Leonard', 'nod', 'head'), ('Leonard', 'sit', 'next to')]","[(0, 41, 12), (1, 41, 12), (0, 31, 5)]"
3538,s09e02_seg01_clip_00,"[('Sheldon', 'open', 'fridge'), ('Sheldon', 'place', 'hand')]","[(1, 30, 8), (1, 30, 0)]"
3539,s09e02_seg01_clip_01,"[('Leonard', 'wake', 'up'), ('Sheldon', 'kiss', 'Penny'), ('Sheldon', 'hold', 'Penny'), ('Sheldon', 'kiss', 'Penny')]","[(1, 26, 5), (1, 41, 5), (1, 26, 5), (2, 26, 5)]"
3540,s09e02_seg02_clip_00,[],[]
3541,s09e02_seg02_clip_01,"[('Sheldon', 'chat', 'with')]","[(4, 31, 12)]"
3542,s09e02_seg02_clip_02,"[('Sheldon', 'hold', 'box'), ('Sheldon', 'knock', 'door'), ('Amy', 'take', 'scarf'), ('Sheldon', 'hold', 'box'), ('Amy', 'examine', 'scarf'), ('Sheldon', 'knock', 'door'), ('Sheldon', 'hold', 'package'), ('Amy', 'open', 'door'), ('Amy', 'walk', 'into')]","[(1, 41, 2), (1, 4, 0), (6, 6, 1), (1, 41, 2), (1, 4, 0), (1, 41, 2), (6, 30, 0), (1, 4, 0), (6, 30, 0)]"
3543,s09e02_seg02_clip_03,"[('Amy', 'pull', 'out'), ('Sheldon', 'hold', 'box'), ('Amy', 'take', 'box'), ('Amy', 'close', 'door'), ('Howard', 'enter', 'room')]","[(1, 41, 2), (6, 6, 2), (6, 33, 0), (3, 17, 0), (6, 11, 1)]"
3544,s09e02_seg02_clip_04,[],[]
3545,s09e02_seg02_clip_05,"[('Penny', 'enter', 'apartment'), ('Sheldon', 'give', 'Penny'), ('Penny', 'come', 'into'), ('Leonard', 'close', 'laptop'), ('Leonard', 'talk', 'to'), ('Penny', 'enter', 'apartment'), ('Sheldon', 'enter', 'apartment'), ('Penny', 'sit', 'couch'), ('Sheldon', 'sit', 'couch'), ('Sheldon', 'walk', 'behind'), ('Leonard', 'sit', 'couch'), ('Penny', 'sit', 'couch')]","[(2, 17, 0), (1, 31, 5), (0, 33, 8), (2, 17, 0), (1, 17, 0), (2, 14, 0), (1, 14, 0), (0, 14, 0), (2, 14, 0), (1, 40, 1), (2, 14, 0), (0, 14, 0)]"
3546,s09e02_seg02_clip_06,"[('Penny', 'hold', 'Bra'), ('Leonard', 'wear', 't shirt'), ('Leonard', 'talk', 'about')]","[(2, 41, 1), (0, 9, 1), (1, 14, 0)]"
3547,s09e02_seg02_clip_07,"[('Penny', 'ask', 'Bernadette'), ('Bernadette', 'hold', 'A glass of wine'), ('Penny', 'say', 'something'), ('Bernadette', 'hold', 'a glass of wine'), ('Bernadette', 'listen', 'to'), ('Penny', 'sit', 'sofa'), ('Penny', 'pour', 'a glass of wine'), ('Penny', 'have', 'bottle')]","[(2, 28, 5), (7, 41, 12), (7, 41, 12), (2, 14, 0), (2, 35, 12), (2, 35, 12), (1, 14, 0), (1, 14, 0)]"
3548,s09e02_seg02_clip_08,"[('Penny', 'pick', 'glass'), ('Penny', 'pick', 'glass'), ('Penny', 'sit', 'couch')]","[(2, 11, 12), (2, 11, 12), (2, 14, 0)]"
3549,s09e02_seg02_clip_09,"[('Sheldon', 'pick', 'control'), ('Howard', 'use', 'fork'), ('Leonard', 'ask', 'Howard'), ('Raj', 'sit', 'at')]","[(1, 11, 8), (0, 28, 5), (1, 14, 0), (0, 28, 5)]"
3550,s09e02_seg02_clip_10,[],[]
3551,s09e02_seg02_clip_11,"[('Mandy', 'hold', 'Sandwich'), ('Mandy', 'take', 'bite')]","[(0, 22, 5), (2, 22, 5)]"
3552,s09e02_seg02_clip_12,"[('Mandy', 'put', 'sandwich')]","[(4, 41, 14)]"
3553,s09e02_seg02_clip_13,"[('Leonard', 'wear', 'shirt'), ('Amy', 'close', 'computer'), ('Sheldon', 'wear', 'shirt'), ('Amy', 'watch', 'show'), ('Penny', 'ask', 'Leonard'), ('Amy', 'close', 'laptop'), ('Amy', 'see', 'show')]","[(0, 9, 1), (6, 33, 8), (1, 9, 1), (6, 19, 19), (2, 28, 5), (6, 33, 8), (6, 19, 19)]"
3554,s09e02_seg02_clip_14,"[('Penny', 'hold', 'knee')]","[(2, 41, 13)]"
3555,s09e02_seg02_clip_15,"[('Leonard', 'ask', 'Penny'), ('Leonard', 'ask', 'Penny'), ('Sheldon', 'send', 'video'), ('Sheldon', 'get', 'excited'), ('Leonard', 'kiss', 'Penny'), ('Penny', 'kiss', 'Leonard'), ('Sheldon', 'open', 'door'), ('Sheldon', 'walk', 'across'), ('Leonard', 'ask', 'Penny'), ('Penny', 'agree', 'Leonard')]","[(0, 28, 5), (0, 28, 5), (1, 31, 19), (1, 17, 21), (0, 26, 5), (2, 26, 5), (1, 30, 0), (0, 28, 5), (1, 16, 23), (6, 37, 0)]"
3556,s09e03_seg01_clip_00,"[('Leonard', 'carry', 'Sheldon'), ('Leonard', 'pass', 'bottle'), ('Raj', 'enter', 'apartment'), ('Howard', 'enter', 'apartment'), ('Raj', 'walk', 'to'), ('Howard', 'carry', 'Sheldon'), ('Leonard', 'carry', 'Sheldon'), ('Raj', 'watch', 'Howard'), ('Raj', 'watch', 'Leonard')]","[(0, 6, 5), (0, 31, 12), (4, 17, 0), (3, 17, 0), (3, 6, 5), (0, 6, 5), (4, 19, 5), (4, 19, 5), (4, 19, 5)]"
3557,s09e03_seg02_clip_00,"[('Sheldon', 'call', 'van'), ('Howard', 'drive', 'van')]","[(1, 29, 0), (3, 27, 0)]"
3558,s09e03_seg02_clip_01,"[('Penny', 'pour', 'Wine'), ('Penny', 'pour', 'a glass of wine'), ('Penny', 'pour', 'a glass of wine'), ('Penny', 'with', 'Bernadettw')]","[(2, 35, 12), (2, 35, 12), (2, 35, 12), (3, 27, 0)]"
3559,s09e03_seg02_clip_02,"[('Howard', 'drive', 'van'), ('Sheldon', 'use', 'cellphone'), ('Penny', 'open', 'container')]","[(3, 27, 0), (2, 30, 12), (2, 11, 8)]"
3560,s09e03_seg02_clip_03,"[('Penny', 'drink', 'wine'), ('Bernadette', 'drink', 'wine'), ('Amy', 'drink', 'wine'), ('Howard', 'drive', 'van')]","[(2, 24, 12), (7, 24, 12), (6, 24, 12), (3, 27, 0)]"
3561,s09e03_seg02_clip_04,"[('Penny', 'hold', 'glass'), ('Bernadette', 'hold', 'glass'), ('Penny', 'say', 'something'), ('Penny', 'make', 'Amy'), ('Howard', 'drive', 'Raj'), ('Howard', 'drive', 'Leonard')]","[(2, 41, 12), (7, 41, 12), (3, 27, 5), (3, 27, 5), (3, 27, 5), (2, 41, 12)]"
3562,s09e03_seg02_clip_05,"[('Howard', 'hold', 'wheel'), ('Howard', 'talk', 'to')]","[(3, 41, 0), (1, 28, 5)]"
3563,s09e03_seg02_clip_06,"[('Bernadette', 'put', 'bowl'), ('Bernadette', 'sit', 'couch'), ('Penny', 'take', 'lid'), ('Penny', 'put', 'on'), ('Penny', 'sit', 'sofa'), ('Penny', 'tell', 'Amy'), ('Penny', 'tell', 'Bernadette'), ('Howard', 'drive', 'Raj'), ('Howard', 'drive', 'Leonard'), ('Howard', 'drive', 'Sheldon')]","[(7, 2, 12), (7, 14, 0), (2, 6, 12), (2, 14, 0), (3, 27, 5), (3, 27, 5), (3, 27, 5), (7, 6, 12), (7, 14, 0), (6, 14, 0)]"
3564,s09e03_seg02_clip_07,"[('Leonard', 'push', 'tire'), ('Penny', 'sit', 'couch'), ('Penny', 'fidget', 'something'), ('Penny', 'talk', 'to')]","[(0, 5, 0), (2, 14, 0), (0, 19, 5), (4, 19, 5)]"
3565,s09e03_seg02_clip_08,"[('Amy', 'pick', 'mirror'), ('Penny', 'let', 'go'), ('Penny', 'pick', 'phone'), ('Amy', 'say', 'something'), ('Penny', 'pick', 'phone')]","[(6, 11, 2), (2, 11, 8), (2, 11, 8), (2, 14, 0), (6, 11, 12)]"
3566,s09e03_seg02_clip_09,"[('Penny', 'hold', 'phone'), ('Penny', 'get', 'up'), ('Penny', 'walk', 'into'), ('Leonard', 'marry', 'Penny')]","[(2, 41, 8), (0, 22, 5), (2, 22, 5), (2, 29, 5)]"
3567,s09e03_seg02_clip_10,"[('Bernadette', 'hold', 'A glass of wine')]","[(7, 41, 12)]"
3568,s09e03_seg02_clip_11,[],[]
3569,s09e03_seg02_clip_12,"[('Penny', 'wear', 'shirt'), ('Amy', 'sit', 'couch'), ('Penny', 'get', 'phone')]","[(2, 9, 1), (6, 14, 0), (2, 17, 8)]"
3570,s09e03_seg02_clip_13,"[('Bernadette', 'sit', 'couch'), ('Amy', 'sit', 'couch'), ('Penny', 'take', 'phone'), ('Penny', 'put', 'phone'), ('Penny', 'grab', 'phone'), ('Penny', 'tell', 'relative')]","[(7, 14, 0), (6, 14, 0), (2, 6, 8), (2, 2, 8), (2, 6, 8), (2, 41, 8)]"
3571,s09e03_seg02_clip_14,"[('Raj', 'get', 'stuck'), ('Howard', 'get', 'stuck'), ('Leonard', 'get', 'stuck'), ('Leonard', 'make', 'beat'), ('Raj', 'make', 'beat'), ('Leonard', 'hit', 'tire')]","[(4, 17, 23), (3, 17, 23), (0, 17, 23), (0, 17, 0), (0, 17, 0), (3, 19, 5)]"
3572,s09e03_seg02_clip_15,"[('Raj', 'put', 'chip')]","[(4, 2, 8)]"
3573,s09e03_seg02_clip_16,"[('Penny', 'hold', 'basket'), ('Sheldon', 'meet', 'Penny'), ('Sheldon', 'carry', 'basket'), ('Leonard', 'carry', 'basket'), ('Leonard', 'meet', 'Penny'), ('Penny', 'carry', 'basket'), ('Leonard', 'open', 'door'), ('Leonard', 'talk', 'to'), ('Penny', 'talk', 'to'), ('Penny', 'walk', 'out'), ('Penny', 'carry', 'basket')]","[(2, 41, 1), (1, 6, 1), (0, 6, 1), (2, 6, 1), (0, 30, 0), (2, 6, 1), (0, 19, 0), (3, 19, 0), (1, 19, 0), (4, 19, 0), (3, 41, 2)]"
3574,s09e04_seg01_clip_00,"[('Sheldon', 'carry', 'bin'), ('Leonard', 'carry', 'bin'), ('Penny', 'carry', 'container'), ('Leonard', 'carry', 'container'), ('Leonard', 'hold', 'tub'), ('Sheldon', 'hold', 'tub'), ('Penny', 'hold', 'tub'), ('Sheldon', 'walk', 'up'), ('Sheldon', 'hold', 'up'), ('Sheldon', 'go', 'into')]","[(1, 6, 1), (0, 6, 1), (2, 6, 12), (0, 6, 12), (0, 41, 7), (1, 41, 7), (2, 41, 7), (1, 17, 0), (1, 41, 7), (1, 33, 0)]"
3575,s09e04_seg02_clip_00,"[('Bernadette', 'tell', 'Sheldon'), ('Bernadette', 'wear', 'cardigan'), ('Bernadette', 'hand', 'mug'), ('Bernadette', 'sit', 'on'), ('Sheldon', 'wave', 'phone')]","[(7, 9, 1), (7, 31, 12), (1, 14, 0), (1, 2, 8), (7, 6, 12)]"
3576,s09e04_seg02_clip_01,"[('Stuart', 'hold', 'board'), ('Stuart', 'put', 'bag'), ('Stuart', 'put', 'jacket'), ('Bernadette', 'hold', 'cup'), ('Sheldon', 'hold', 'cup')]","[(8, 41, 0), (8, 2, 1), (8, 2, 1), (7, 41, 12), (1, 41, 12)]"
3577,s09e04_seg02_clip_02,"[('Raj', 'hold', 'book'), ('Howard', 'want', 'to'), ('Leonard', 'return', 'key'), ('Howard', 'hold', 'hand')]","[(4, 41, 2), (0, 31, 1), (3, 41, 13), (0, 31, 5)]"
3578,s09e04_seg02_clip_03,"[('Sheldon', 'give', 'key'), ('Sheldon', 'sign', 'contract'), ('Sheldon', 'pick', 'form'), ('Leonard', 'hold', 'pen'), ('Sheldon', 'hold', 'key')]","[(1, 31, 1), (1, 11, 10), (0, 41, 2), (1, 41, 1), (0, 6, 1)]"
3579,s09e04_seg02_clip_04,"[('Sheldon', 'give', 'Leonard'), ('Raj', 'put', 'Beers')]","[(1, 31, 5), (4, 2, 12)]"
3580,s09e04_seg02_clip_05,"[('Howard', 'pick', 'notebook')]","[(3, 11, 2)]"
3581,s09e04_seg02_clip_06,[],[]
3582,s09e04_seg02_clip_07,"[('Sheldon', 'ask', 'man')]","[(1, 28, 5)]"
3583,s09e04_seg02_clip_08,"[('Sheldon', 'get', 'mail'), ('Penny', 'come', 'down'), ('Leonard', 'come', 'down'), ('Leonard', 'put', 'on')]","[(1, 17, 9), (2, 21, 0), (1, 41, 9), (0, 9, 1)]"
3584,s09e04_seg02_clip_09,"[('Sheldon', 'hold', 'up'), ('Sheldon', 'ask', 'Penny'), ('Sheldon', 'use', 'phone'), ('Sheldon', 'call', 'police'), ('Sheldon', 'threaten', 'Penny'), ('Sheldon', 'call', 'police')]","[(1, 28, 5), (1, 29, 5), (1, 29, 5), (2, 20, 5), (0, 5, 12), (1, 30, 8)]"
3585,s09e04_seg02_clip_10,"[('Bernadette', 'try', 'to')]","[(1, 14, 0)]"
3586,s09e04_seg02_clip_11,"[('Sheldon', 'try', 'to'), ('Sheldon', 'sit', 'chair'), ('Leonard', 'ask', 'Sheldon')]","[(1, 14, 0), (0, 28, 5), (1, 17, 21)]"
3587,s09e04_seg02_clip_12,"[('Raj', 'hold', 'guitar'), ('Raj', 'hold', 'guitar'), ('Raj', 'put', 'guitar')]","[(4, 41, 6), (4, 41, 6), (4, 2, 6)]"
3588,s09e04_seg02_clip_13,"[('Howard', 'accuse', 'girlfriend'), ('Raj', 'bring', 'girlfriend'), ('Howard', 'take', 'off'), ('Raj', 'leave', 'house'), ('Raj', 'get', 'up'), ('Howard', 'ask', 'Raj')]","[(3, 15, 5), (4, 6, 5), (4, 21, 0), (3, 28, 5), (4, 14, 0), (3, 33, 8)]"
3589,s09e04_seg02_clip_14,"[('Raj', 'ask', 'Howard')]","[(4, 28, 5)]"
3590,s09e04_seg02_clip_15,"[('Penny', 'suggest', 'they'), ('Sheldon', 'get', 'up')]","[(1, 6, 8), (2, 14, 0)]"
3591,s09e04_seg02_clip_16,[],[]
3592,s09e05_seg01_clip_00,"[('Howard', 'watch', 'machine'), ('Raj', 'walk', 'into'), ('Sheldon', 'walk', 'into'), ('Howard', 'pick', 'notebook'), ('Leonard', 'ask', 'Howard'), ('Howard', 'shut', 'off'), ('Howard', 'put', 'tablet'), ('Howard', 'put', 'pencil'), ('Howard', 'put', 'fitbit')]","[(3, 19, 8), (3, 11, 2), (0, 28, 5), (3, 2, 8), (3, 2, 2), (3, 2, 8), (3, 11, 2), (3, 11, 2), (3, 2, 23)]"
3593,s09e05_seg02_clip_00,"[('Leonard', 'look', 'phone'), ('Sheldon', 'drink', 'water'), ('Penny', 'put', 'bottle'), ('Penny', 'put', 'package'), ('Penny', 'tell', 'Leonard'), ('Penny', 'put', 'water'), ('Penny', 'put', 'cheese')]","[(1, 24, 12), (2, 2, 12), (2, 2, 2), (2, 2, 12), (2, 2, 12), (2, 6, 12), (2, 6, 12)]"
3594,s09e05_seg02_clip_01,"[('Sheldon', 'talk', 'about'), ('Leonard', 'talk', 'about'), ('Sheldon', 'eat', 'together'), ('Leonard', 'eat', 'together'), ('Penny', 'eat', 'together')]","[(2, 40, 1), (8, 28, 5), (8, 28, 5), (8, 28, 5), (2, 33, 1)]"
3595,s09e05_seg02_clip_02,"[('Stuart', 'ask', 'Amy'), ('Stuart', 'ask', 'Amy'), ('Howard', 'hold', 'mask')]","[(8, 28, 5), (8, 28, 5), (3, 41, 22)]"
3596,s09e05_seg02_clip_03,[],[]
3597,s09e05_seg02_clip_04,[],[]
3598,s09e05_seg02_clip_05,[],[]
3599,s09e05_seg02_clip_06,[],[]
3600,s09e05_seg02_clip_07,[],[]
3601,s09e05_seg02_clip_08,"[('Leonard', 'drink', 'water')]","[(0, 24, 12)]"
3602,s09e05_seg02_clip_09,[],[]
3603,s09e05_seg02_clip_10,"[('Bernadette', 'hold', 'Cup'), ('Bernadette', 'sit', 'down')]","[(7, 41, 12), (7, 41, 12)]"
3604,s09e05_seg02_clip_11,"[('Bernadette', 'hold', 'cup'), ('Bernadette', 'sit', 'on'), ('Penny', 'sit', 'couch'), ('Amy', 'sit', 'down')]","[(7, 41, 12), (2, 14, 0), (0, 6, 12), (7, 41, 12)]"
3605,s09e05_seg02_clip_12,[],[]
3606,s09e05_seg02_clip_13,"[('Amy', 'put', 'drink'), ('Penny', 'put', 'on'), ('Penny', 'open', 'door')]","[(6, 2, 12), (2, 30, 0), (6, 11, 9)]"
3607,s09e05_seg02_clip_14,"[('Penny', 'stir', 'something')]","[(7, 28, 5)]"
3608,s09e05_seg02_clip_15,[],[]
